PassengerId,HomePlanet,CryoSleep,Cabin,Destination
1393_01,Mars,False,F/270/S,TRAPPIST-1e
1393_02,Mars,False,F/270/S,TRAPPIST-1e
1395_01,Earth,False,G/214/S,TRAPPIST-1e
1397_01,Earth,False,F/271/S,TRAPPIST-1e
1398_01,Earth,False,G/216/P,TRAPPIST-1e
1399_01,Earth,False,F/272/S,TRAPPIST-1e
1400_01,Earth,True,G/217/P,55 Cancri e
1401_01,Earth,,G/218/P,TRAPPIST-1e
1402_01,Earth,True,G/215/S,PSO J318.5-22
1402_02,Earth,True,G/215/S,55 Cancri e
1403_01,Earth,False,E/86/P,TRAPPIST-1e
1404_01,Europa,False,B/60/S,TRAPPIST-1e
1404_02,Europa,False,,TRAPPIST-1e
1406_01,Mars,False,E/106/S,TRAPPIST-1e
1407_01,Earth,False,F/278/P,TRAPPIST-1e
1407_02,Earth,False,F/278/P,PSO J318.5-22
1408_01,Earth,False,G/216/S,PSO J318.5-22
1410_01,Earth,False,F/279/P,TRAPPIST-1e
1412_01,Earth,False,G/217/S,55 Cancri e
1413_01,Earth,True,G/218/S,PSO J318.5-22
1414_01,Earth,False,F/280/P,TRAPPIST-1e
1415_01,Europa,False,D/45/P,55 Cancri e
1416_01,Earth,True,G/219/P,TRAPPIST-1e
1417_01,Europa,False,C/54/S,TRAPPIST-1e
1419_01,Mars,False,F/273/S,TRAPPIST-1e
1420_01,Mars,True,E/108/S,TRAPPIST-1e
1421_01,Mars,False,F/274/S,TRAPPIST-1e
1421_02,Mars,False,F/274/S,55 Cancri e
1423_01,Europa,True,B/61/S,TRAPPIST-1e
1423_02,Europa,True,B/61/S,TRAPPIST-1e
1423_03,Europa,True,B/61/S,55 Cancri e
1424_01,Europa,True,B/47/P,TRAPPIST-1e
1424_02,Europa,False,B/47/P,55 Cancri e
1424_03,Europa,False,B/47/P,TRAPPIST-1e
1424_04,Europa,False,B/47/P,55 Cancri e
1424_05,Europa,True,B/47/P,TRAPPIST-1e
1425_01,Earth,False,F/282/P,TRAPPIST-1e
1425_02,Earth,True,G/220/P,TRAPPIST-1e
1425_03,Earth,True,G/220/P,TRAPPIST-1e
1426_01,Europa,True,D/46/P,55 Cancri e
1427_01,Mars,True,F/275/S,
1427_02,Mars,False,F/275/S,TRAPPIST-1e
1428_01,Earth,False,E/109/S,TRAPPIST-1e
1430_01,Earth,False,F/283/P,TRAPPIST-1e
1431_01,Earth,False,G/221/P,TRAPPIST-1e
1433_01,Earth,True,G/219/S,TRAPPIST-1e
1434_01,Earth,False,G/222/P,TRAPPIST-1e
1434_02,Earth,False,,TRAPPIST-1e
1434_03,Earth,True,G/222/P,TRAPPIST-1e
1435_01,Earth,False,G/223/P,
1438_01,Earth,False,E/89/P,TRAPPIST-1e
1439_01,Mars,False,F/279/S,TRAPPIST-1e
1439_02,Mars,False,D/52/S,TRAPPIST-1e
1440_01,Earth,False,F/280/S,TRAPPIST-1e
1442_01,Earth,True,G/220/S,PSO J318.5-22
1443_01,Earth,True,G/225/P,TRAPPIST-1e
1444_01,Europa,False,C/55/S,TRAPPIST-1e
1445_01,Earth,False,G/221/S,PSO J318.5-22
1447_01,Earth,False,G/227/P,TRAPPIST-1e
1450_01,Europa,True,D/53/S,55 Cancri e
1450_02,Europa,False,D/53/S,55 Cancri e
1451_01,Europa,False,C/56/S,55 Cancri e
1451_02,Europa,True,C/56/S,TRAPPIST-1e
1452_01,Europa,False,C/53/P,TRAPPIST-1e
1452_02,Europa,True,,TRAPPIST-1e
1452_03,Europa,False,C/53/P,55 Cancri e
1452_04,Europa,False,C/53/P,TRAPPIST-1e
1452_05,Europa,True,C/53/P,55 Cancri e
1453_01,Earth,,G/229/P,55 Cancri e
1453_02,Earth,False,G/229/P,TRAPPIST-1e
1454_01,Europa,False,D/54/S,TRAPPIST-1e
1455_01,Europa,True,B/62/S,55 Cancri e
1455_02,Europa,False,B/62/S,TRAPPIST-1e
1455_03,Europa,True,B/62/S,55 Cancri e
1455_04,Europa,False,B/62/S,TRAPPIST-1e
1455_05,Europa,False,B/62/S,55 Cancri e
1457_01,Earth,False,E/110/S,TRAPPIST-1e
1458_01,,False,G/223/S,TRAPPIST-1e
1460_01,Earth,False,F/285/P,
1460_02,Earth,True,G/230/P,PSO J318.5-22
1461_01,Earth,True,G/224/S,TRAPPIST-1e
1462_01,Earth,True,G/231/P,TRAPPIST-1e
1463_01,Earth,False,F/282/S,PSO J318.5-22
1465_01,Earth,False,G/233/P,PSO J318.5-22
1467_01,,False,E/111/S,TRAPPIST-1e
1474_01,Mars,True,F/287/P,TRAPPIST-1e
1478_01,Earth,False,F/289/P,TRAPPIST-1e
1478_02,Earth,False,F/289/P,PSO J318.5-22
1479_01,Mars,True,F/290/P,TRAPPIST-1e
1481_01,Mars,False,E/91/P,TRAPPIST-1e
1484_01,Earth,,E/93/P,TRAPPIST-1e
1485_01,Mars,True,F/291/P,TRAPPIST-1e
1488_01,Mars,True,E/94/P,TRAPPIST-1e
1489_01,Earth,False,G/229/S,TRAPPIST-1e
1490_01,Europa,False,D/47/P,55 Cancri e
1491_01,Earth,False,G/240/P,55 Cancri e
1491_02,Earth,False,F/292/P,TRAPPIST-1e
1491_03,Earth,False,G/240/P,TRAPPIST-1e
1493_01,Earth,False,F/285/S,TRAPPIST-1e
1498_01,Earth,False,F/295/P,TRAPPIST-1e
1499_01,Earth,False,F/287/S,TRAPPIST-1e
1500_01,Earth,False,G/230/S,TRAPPIST-1e
1500_02,Earth,False,G/230/S,TRAPPIST-1e
1500_03,Earth,False,G/230/S,55 Cancri e
1500_04,Earth,,G/230/S,55 Cancri e
1500_05,Earth,False,F/288/S,55 Cancri e
1500_06,Earth,True,G/230/S,TRAPPIST-1e
1500_07,Earth,True,G/230/S,TRAPPIST-1e
1501_01,Earth,False,G/243/P,TRAPPIST-1e
1503_01,Mars,False,D/48/P,TRAPPIST-1e
1503_02,Mars,False,D/48/P,TRAPPIST-1e
1506_01,Earth,False,F/298/P,
1507_01,Earth,False,F/289/S,TRAPPIST-1e
1507_02,Earth,False,F/289/S,TRAPPIST-1e
1507_03,Earth,False,G/231/S,TRAPPIST-1e
1507_04,Earth,False,F/289/S,TRAPPIST-1e
1509_01,Mars,False,E/95/P,TRAPPIST-1e
1510_01,Mars,False,F/291/S,TRAPPIST-1e
1511_01,Europa,False,B/63/S,TRAPPIST-1e
1511_02,Europa,True,B/63/S,TRAPPIST-1e
1511_03,Europa,False,B/63/S,TRAPPIST-1e
1511_04,Europa,False,B/63/S,55 Cancri e
1515_01,Earth,False,F/293/S,TRAPPIST-1e
1520_01,Earth,True,G/235/S,TRAPPIST-1e
1521_01,Mars,True,F/295/S,TRAPPIST-1e
1523_01,Europa,True,B/64/S,55 Cancri e
1523_02,Europa,True,B/64/S,TRAPPIST-1e
1524_01,Earth,True,G/236/S,TRAPPIST-1e
1525_01,Mars,False,F/299/P,TRAPPIST-1e
1526_01,Earth,False,F/300/P,55 Cancri e
1527_01,Europa,True,D/49/P,55 Cancri e
1527_02,Europa,False,D/49/P,TRAPPIST-1e
1528_01,Mars,False,D/50/P,55 Cancri e
1529_01,Europa,False,A/16/S,PSO J318.5-22
1529_02,Europa,False,A/16/S,TRAPPIST-1e
1531_01,Earth,False,G/237/S,TRAPPIST-1e
1532_01,Europa,False,B/65/S,TRAPPIST-1e
1533_01,Earth,False,G/244/P,TRAPPIST-1e
1536_01,Mars,True,F/297/S,TRAPPIST-1e
1539_01,Europa,,A/17/S,55 Cancri e
1540_01,Europa,False,C/55/P,TRAPPIST-1e
1540_02,Europa,False,C/55/P,TRAPPIST-1e
1540_03,Europa,False,C/55/P,TRAPPIST-1e
1541_01,Earth,False,F/298/S,TRAPPIST-1e
1542_01,Mars,False,F/299/S,TRAPPIST-1e
1543_01,Europa,True,C/56/P,55 Cancri e
1544_01,Earth,False,G/245/P,TRAPPIST-1e
1545_01,Mars,False,,TRAPPIST-1e
1547_01,Earth,False,F/301/S,TRAPPIST-1e
1548_01,Europa,True,B/50/P,55 Cancri e
1548_02,Europa,True,B/50/P,TRAPPIST-1e
1550_01,Europa,False,C/58/S,TRAPPIST-1e
1550_02,Europa,False,,55 Cancri e
1551_01,Europa,False,E/96/P,TRAPPIST-1e
1552_01,Earth,True,G/240/S,TRAPPIST-1e
1555_01,Europa,False,A/18/S,TRAPPIST-1e
1558_01,Earth,False,G/247/P,TRAPPIST-1e
1560_01,Earth,False,G/242/S,TRAPPIST-1e
1561_01,Earth,False,F/305/P,55 Cancri e
1562_01,Earth,False,F/306/P,TRAPPIST-1e
1564_01,Mars,True,F/303/S,TRAPPIST-1e
1565_01,Earth,False,F/304/S,PSO J318.5-22
1567_01,Europa,True,B/53/P,TRAPPIST-1e
1568_01,Earth,False,,TRAPPIST-1e
1568_02,Earth,True,G/248/P,PSO J318.5-22
1569_01,Mars,True,F/308/P,TRAPPIST-1e
1572_01,Earth,False,G/249/P,TRAPPIST-1e
1572_02,Earth,False,F/309/P,TRAPPIST-1e
1573_01,Mars,False,D/56/S,TRAPPIST-1e
1576_01,Mars,False,E/97/P,TRAPPIST-1e
1577_01,Earth,False,F/310/P,
1578_01,Earth,False,E/98/P,TRAPPIST-1e
1579_01,Earth,False,F/311/P,55 Cancri e
1580_01,Earth,False,G/246/S,TRAPPIST-1e
1580_02,Earth,False,G/246/S,TRAPPIST-1e
1581_01,Mars,True,F/312/P,TRAPPIST-1e
1581_02,Mars,True,,TRAPPIST-1e
1584_01,Earth,False,F/314/P,TRAPPIST-1e
1584_02,Earth,True,G/251/P,TRAPPIST-1e
1585_01,Earth,True,G/252/P,TRAPPIST-1e
1588_01,Europa,True,E/99/P,TRAPPIST-1e
1588_02,Europa,False,E/99/P,55 Cancri e
1590_01,Europa,False,D/57/S,TRAPPIST-1e
1590_02,Europa,False,D/57/S,55 Cancri e
1592_01,Europa,False,C/60/S,TRAPPIST-1e
1592_02,Europa,False,C/60/S,55 Cancri e
1593_01,Earth,False,E/114/S,TRAPPIST-1e
1594_01,Earth,False,G/253/P,TRAPPIST-1e
1595_01,Europa,False,C/57/P,55 Cancri e
1596_01,Europa,True,B/54/P,TRAPPIST-1e
1597_01,Earth,True,G/254/P,TRAPPIST-1e
1599_01,Europa,True,C/58/P,TRAPPIST-1e
1599_02,Europa,True,C/58/P,55 Cancri e
1601_01,Earth,False,G/255/P,TRAPPIST-1e
1602_01,Earth,False,F/307/S,TRAPPIST-1e
1603_01,Earth,False,F/317/P,TRAPPIST-1e
1603_02,Earth,True,G/256/P,TRAPPIST-1e
1603_03,Earth,False,G/256/P,55 Cancri e
1604_01,Earth,False,G/257/P,TRAPPIST-1e
1606_01,Europa,False,E/116/S,TRAPPIST-1e
1608_01,Earth,False,F/319/P,TRAPPIST-1e
1611_01,Earth,False,G/248/S,TRAPPIST-1e
1612_01,Europa,False,E/101/P,TRAPPIST-1e
1612_02,Europa,True,E/101/P,TRAPPIST-1e
1613_01,Earth,False,,55 Cancri e
1614_01,Mars,False,F/321/P,TRAPPIST-1e
1615_01,Earth,False,F/322/P,TRAPPIST-1e
1615_02,Earth,True,G/259/P,TRAPPIST-1e
1615_03,Earth,False,G/259/P,TRAPPIST-1e
1617_01,Mars,False,D/53/P,PSO J318.5-22
1619_01,Earth,True,G/249/S,TRAPPIST-1e
1621_01,Earth,False,F/308/S,55 Cancri e
1621_02,Earth,False,F/308/S,PSO J318.5-22
1622_01,Mars,True,F/323/P,TRAPPIST-1e
1624_01,Earth,True,G/250/S,PSO J318.5-22
1624_02,Earth,False,G/250/S,55 Cancri e
1624_03,Earth,,G/250/S,TRAPPIST-1e
1625_01,Europa,True,C/59/P,55 Cancri e
1625_02,Europa,False,C/59/P,TRAPPIST-1e
1626_01,Earth,False,F/324/P,TRAPPIST-1e
1628_01,Europa,True,B/71/S,TRAPPIST-1e
1630_01,Earth,True,G/252/S,PSO J318.5-22
1630_02,Earth,True,G/252/S,TRAPPIST-1e
1630_03,Earth,False,F/309/S,TRAPPIST-1e
1631_01,Earth,False,E/118/S,TRAPPIST-1e
1632_01,Europa,True,C/62/S,TRAPPIST-1e
1633_01,Earth,True,G/261/P,TRAPPIST-1e
1633_02,Earth,True,G/261/P,TRAPPIST-1e
1634_01,Earth,True,G/253/S,55 Cancri e
1635_01,Earth,False,F/325/P,TRAPPIST-1e
1636_01,Earth,False,G/254/S,TRAPPIST-1e
1637_01,Earth,True,G/255/S,TRAPPIST-1e
1638_01,Earth,False,E/119/S,TRAPPIST-1e
1640_01,Earth,False,G/262/P,TRAPPIST-1e
1644_01,Earth,False,F/327/P,55 Cancri e
1645_01,,True,,55 Cancri e
1646_01,Earth,False,G/264/P,TRAPPIST-1e
1647_01,Earth,False,F/328/P,TRAPPIST-1e
1649_01,Earth,True,G/265/P,55 Cancri e
1650_01,Earth,True,G/258/S,55 Cancri e
1651_01,Earth,True,G/266/P,PSO J318.5-22
1651_02,Earth,False,G/266/P,55 Cancri e
1651_03,Earth,True,G/266/P,PSO J318.5-22
1653_01,Europa,False,A/19/S,
1655_01,Earth,False,,TRAPPIST-1e
1655_02,Earth,False,F/310/S,TRAPPIST-1e
1656_01,Earth,False,F/311/S,TRAPPIST-1e
1657_01,Earth,False,G/267/P,TRAPPIST-1e
1658_01,Mars,False,F/312/S,TRAPPIST-1e
1659_01,Earth,False,F/313/S,TRAPPIST-1e
1660_01,Earth,,E/122/S,TRAPPIST-1e
1661_01,Europa,False,A/20/S,TRAPPIST-1e
1661_02,Europa,False,A/20/S,TRAPPIST-1e
1661_03,Europa,True,A/20/S,TRAPPIST-1e
1661_04,Europa,False,A/20/S,TRAPPIST-1e
1662_01,Earth,False,F/314/S,PSO J318.5-22
1663_01,Earth,True,G/268/P,PSO J318.5-22
1666_01,Europa,False,D/59/S,TRAPPIST-1e
1668_01,Earth,False,F/316/S,TRAPPIST-1e
1669_01,Mars,False,F/317/S,TRAPPIST-1e
1669_02,Mars,True,F/317/S,TRAPPIST-1e
1669_03,Mars,False,F/317/S,55 Cancri e
1670_01,Earth,False,G/269/P,TRAPPIST-1e
1670_02,Earth,True,G/269/P,TRAPPIST-1e
1671_01,Europa,False,B/73/S,55 Cancri e
1672_01,Earth,False,F/318/S,TRAPPIST-1e
1673_01,Earth,False,F/330/P,55 Cancri e
1674_01,Earth,True,G/260/S,PSO J318.5-22
1676_01,Earth,True,G/270/P,TRAPPIST-1e
1677_01,Earth,False,E/103/P,TRAPPIST-1e
1681_01,Earth,False,G/261/S,TRAPPIST-1e
1682_01,Mars,True,F/331/P,TRAPPIST-1e
1685_01,Earth,False,,55 Cancri e
1685_02,Earth,False,G/272/P,55 Cancri e
1685_03,Earth,True,G/272/P,TRAPPIST-1e
1687_01,Mars,False,F/334/P,TRAPPIST-1e
1688_01,Earth,False,E/124/S,TRAPPIST-1e
1688_02,Earth,True,,TRAPPIST-1e
1688_03,Earth,True,G/262/S,TRAPPIST-1e
1690_01,Earth,False,F/335/P,TRAPPIST-1e
1691_01,Mars,False,F/321/S,TRAPPIST-1e
1694_01,Earth,True,G/263/S,PSO J318.5-22
1695_01,Earth,False,G/264/S,TRAPPIST-1e
1696_01,Europa,False,B/55/P,TRAPPIST-1e
1697_01,Earth,False,G/274/P,TRAPPIST-1e
1698_01,,True,E/125/S,PSO J318.5-22
1699_01,Earth,False,F/336/P,55 Cancri e
1700_01,Europa,True,B/74/S,TRAPPIST-1e
1700_02,Europa,False,B/74/S,TRAPPIST-1e
1704_01,Mars,False,D/60/S,TRAPPIST-1e
1704_02,Mars,False,D/60/S,55 Cancri e
1705_01,Mars,False,E/126/S,TRAPPIST-1e
1708_01,Earth,False,F/338/P,PSO J318.5-22
1709_01,Mars,False,F/326/S,TRAPPIST-1e
1709_02,Mars,False,D/61/S,TRAPPIST-1e
1709_03,Mars,False,,TRAPPIST-1e
1709_04,Mars,False,E/127/S,TRAPPIST-1e
1709_05,Mars,True,F/326/S,TRAPPIST-1e
1709_06,Mars,False,D/61/S,TRAPPIST-1e
1709_07,Mars,False,F/326/S,TRAPPIST-1e
1710_01,Earth,True,G/276/P,PSO J318.5-22
1711_01,Earth,,F/327/S,TRAPPIST-1e
1712_01,Mars,,F/339/P,TRAPPIST-1e
1712_02,Mars,False,F/339/P,TRAPPIST-1e
1713_01,Earth,False,G/277/P,TRAPPIST-1e
1714_01,Earth,False,G/265/S,TRAPPIST-1e
1715_01,Earth,True,G/266/S,TRAPPIST-1e
1717_01,Earth,False,E/105/P,TRAPPIST-1e
1717_02,Earth,False,E/105/P,TRAPPIST-1e
1718_01,Earth,True,,TRAPPIST-1e
1719_01,Earth,True,G/278/P,TRAPPIST-1e
1721_01,Earth,False,F/341/P,TRAPPIST-1e
1723_01,Earth,False,E/128/S,TRAPPIST-1e
1724_01,Europa,False,A/21/S,55 Cancri e
1725_01,Earth,False,F/328/S,TRAPPIST-1e
1727_01,Mars,True,F/342/P,
1727_02,Mars,False,D/54/P,55 Cancri e
1728_01,Earth,False,G/280/P,TRAPPIST-1e
1729_01,Earth,False,F/343/P,TRAPPIST-1e
1730_01,Earth,False,E/106/P,55 Cancri e
1731_01,Earth,True,G/281/P,PSO J318.5-22
1731_02,Earth,False,G/281/P,55 Cancri e
1733_01,Earth,False,F/344/P,TRAPPIST-1e
1734_01,Earth,True,G/283/P,TRAPPIST-1e
1736_01,Earth,True,G/284/P,PSO J318.5-22
1738_01,Earth,False,E/129/S,TRAPPIST-1e
1738_02,Earth,True,G/268/S,55 Cancri e
1739_01,Earth,True,G/269/S,PSO J318.5-22
1740_01,Earth,False,G/270/S,TRAPPIST-1e
1742_01,Mars,False,D/55/P,PSO J318.5-22
1745_01,Europa,False,E/130/S,TRAPPIST-1e
1746_01,Mars,True,F/331/S,TRAPPIST-1e
1747_01,Earth,False,G/271/S,55 Cancri e
1748_01,Earth,False,G/287/P,TRAPPIST-1e
1748_02,Earth,False,G/287/P,TRAPPIST-1e
1748_03,Earth,False,G/287/P,TRAPPIST-1e
1749_01,Earth,True,G/288/P,PSO J318.5-22
1752_01,Earth,False,F/333/S,55 Cancri e
1753_01,Earth,True,G/272/S,TRAPPIST-1e
1755_01,Earth,True,G/273/S,TRAPPIST-1e
1757_01,Earth,False,F/334/S,TRAPPIST-1e
1758_01,Earth,False,G/274/S,TRAPPIST-1e
1760_01,Earth,False,F/336/S,TRAPPIST-1e
1761_01,Earth,False,F/347/P,55 Cancri e
1762_01,Earth,False,E/132/S,PSO J318.5-22
1762_02,Earth,False,G/275/S,
1763_01,Europa,False,E/133/S,TRAPPIST-1e
1764_01,Mars,True,F/337/S,TRAPPIST-1e
1764_02,Mars,False,E/134/S,TRAPPIST-1e
1766_01,Earth,False,F/338/S,55 Cancri e
1767_01,Europa,True,C/65/S,55 Cancri e
1767_02,Europa,False,C/65/S,TRAPPIST-1e
1767_03,Europa,False,C/65/S,TRAPPIST-1e
1767_04,Europa,True,C/65/S,TRAPPIST-1e
1768_01,Earth,False,G/276/S,TRAPPIST-1e
1769_01,Mars,True,F/339/S,TRAPPIST-1e
1770_01,Europa,True,B/75/S,55 Cancri e
1771_01,Earth,False,G/291/P,TRAPPIST-1e
1772_01,Mars,False,F/348/P,TRAPPIST-1e
1774_01,Mars,True,E/135/S,TRAPPIST-1e
1775_01,Earth,False,G/277/S,TRAPPIST-1e
1776_01,Earth,False,G/278/S,TRAPPIST-1e
1778_01,Earth,True,G/279/S,PSO J318.5-22
1779_01,Earth,False,F/349/P,55 Cancri e
1781_01,Europa,False,C/66/S,55 Cancri e
1782_01,Earth,True,,TRAPPIST-1e
1782_02,Earth,False,F/341/S,TRAPPIST-1e
1783_01,Earth,False,G/281/S,55 Cancri e
1783_02,Earth,True,G/281/S,PSO J318.5-22
1785_01,Mars,True,E/107/P,55 Cancri e
1786_01,Earth,False,F/342/S,TRAPPIST-1e
1792_01,Mars,False,F/352/P,TRAPPIST-1e
1796_01,Europa,True,C/67/S,TRAPPIST-1e
1797_01,Europa,True,B/57/P,55 Cancri e
1798_01,Earth,False,E/137/S,TRAPPIST-1e
1799_01,Earth,False,G/295/P,TRAPPIST-1e
1800_01,Earth,False,G/283/S,55 Cancri e
1800_02,Earth,True,G/283/S,55 Cancri e
1800_03,Earth,True,G/283/S,TRAPPIST-1e
1800_04,Earth,False,G/283/S,TRAPPIST-1e
1800_05,Earth,True,G/283/S,TRAPPIST-1e
1802_01,Earth,False,E/109/P,TRAPPIST-1e
1803_01,Earth,False,F/354/P,55 Cancri e
1804_01,Mars,True,F/355/P,TRAPPIST-1e
1805_01,Earth,True,G/284/S,TRAPPIST-1e
1806_01,Mars,False,E/138/S,TRAPPIST-1e
1807_01,Europa,False,B/58/P,55 Cancri e
1808_01,Earth,False,F/346/S,TRAPPIST-1e
1810_01,Mars,False,F/356/P,TRAPPIST-1e
1811_01,Earth,True,G/285/S,PSO J318.5-22
1811_02,Earth,False,F/347/S,TRAPPIST-1e
1812_01,,False,F/357/P,TRAPPIST-1e
1813_01,Earth,False,F/358/P,55 Cancri e
1816_01,Europa,False,C/68/S,TRAPPIST-1e
1816_02,Europa,False,C/68/S,TRAPPIST-1e
1817_01,Earth,False,F/349/S,PSO J318.5-22
1818_01,Earth,True,G/297/P,TRAPPIST-1e
1821_01,Earth,False,G/298/P,TRAPPIST-1e
1822_01,Earth,False,G/299/P,TRAPPIST-1e
1823_01,,False,,TRAPPIST-1e
1826_01,Earth,False,F/351/S,55 Cancri e
1827_01,Earth,False,F/352/S,55 Cancri e
1828_01,Earth,False,F/361/P,
1829_01,Europa,False,D/56/P,55 Cancri e
1829_02,Europa,False,D/56/P,TRAPPIST-1e
1829_03,Europa,False,D/56/P,TRAPPIST-1e
1829_04,Europa,False,D/56/P,TRAPPIST-1e
1829_05,Europa,True,D/56/P,55 Cancri e
1829_06,Europa,False,D/56/P,TRAPPIST-1e
1831_01,Earth,True,G/288/S,TRAPPIST-1e
1833_01,Europa,False,C/61/P,55 Cancri e
1834_01,Mars,False,F/354/S,
1836_01,Earth,False,F/362/P,TRAPPIST-1e
1841_01,Earth,False,F/365/P,TRAPPIST-1e
1843_01,Europa,False,E/112/P,TRAPPIST-1e
1844_01,Earth,False,F/355/S,PSO J318.5-22
1844_02,Earth,True,G/289/S,TRAPPIST-1e
1844_03,Earth,True,G/289/S,TRAPPIST-1e
1846_01,Earth,False,F/366/P,TRAPPIST-1e
1847_01,Earth,False,G/290/S,TRAPPIST-1e
1848_01,Earth,False,G/291/S,TRAPPIST-1e
1849_01,Earth,False,F/367/P,TRAPPIST-1e
1850_01,Earth,False,F/356/S,PSO J318.5-22
1850_02,Earth,False,F/356/S,55 Cancri e
1853_01,Earth,True,G/302/P,TRAPPIST-1e
1854_01,Europa,False,A/22/S,55 Cancri e
1855_01,Earth,True,G/303/P,TRAPPIST-1e
1855_02,Earth,False,E/113/P,TRAPPIST-1e
1856_01,Earth,False,F/368/P,TRAPPIST-1e
1857_01,Mars,False,D/63/S,55 Cancri e
1859_01,Mars,True,F/357/S,
1860_01,Europa,False,A/13/P,TRAPPIST-1e
1860_02,Europa,False,A/13/P,55 Cancri e
1861_01,Mars,True,F/358/S,TRAPPIST-1e
1861_02,Mars,False,F/358/S,TRAPPIST-1e
1863_01,Earth,False,F/370/P,55 Cancri e
1864_01,Mars,False,D/64/S,TRAPPIST-1e
1865_01,Earth,True,G/292/S,TRAPPIST-1e
1865_02,Earth,False,G/292/S,TRAPPIST-1e
1865_03,Earth,False,G/292/S,TRAPPIST-1e
1865_04,Earth,False,G/292/S,TRAPPIST-1e
1865_05,Earth,,G/292/S,TRAPPIST-1e
1865_06,,False,G/292/S,TRAPPIST-1e
1866_01,Earth,False,F/371/P,TRAPPIST-1e
1868_01,Mars,True,F/372/P,TRAPPIST-1e
1871_01,Europa,False,C/70/S,TRAPPIST-1e
1872_01,Mars,True,E/139/S,TRAPPIST-1e
1873_01,Earth,True,G/293/S,TRAPPIST-1e
1874_01,Earth,True,G/305/P,TRAPPIST-1e
1874_02,Earth,,F/374/P,PSO J318.5-22
1877_01,Earth,False,G/306/P,TRAPPIST-1e
1878_01,Earth,False,F/375/P,TRAPPIST-1e
1879_01,Europa,False,D/58/P,TRAPPIST-1e
1880_01,Earth,False,F/376/P,55 Cancri e
1881_01,Earth,False,F/377/P,TRAPPIST-1e
1882_01,Europa,,C/71/S,55 Cancri e
1882_02,Europa,True,,55 Cancri e
1884_01,Mars,True,E/140/S,TRAPPIST-1e
1886_01,Earth,False,E/141/S,TRAPPIST-1e
1887_01,Earth,False,G/295/S,TRAPPIST-1e
1888_01,Earth,False,F/361/S,TRAPPIST-1e
1889_01,Earth,False,F/378/P,TRAPPIST-1e
1889_02,Earth,True,G/307/P,TRAPPIST-1e
1890_01,Earth,True,G/308/P,55 Cancri e
1891_01,Mars,True,E/142/S,TRAPPIST-1e
1892_01,Europa,False,D/59/P,TRAPPIST-1e
1892_02,Europa,False,,TRAPPIST-1e
1892_03,Europa,False,D/59/P,55 Cancri e
1897_01,Europa,False,C/72/S,55 Cancri e
1897_02,Europa,False,C/72/S,TRAPPIST-1e
1898_01,Earth,True,G/296/S,55 Cancri e
1899_01,Earth,False,G/297/S,PSO J318.5-22
1901_01,Europa,True,A/14/P,55 Cancri e
1901_02,Europa,True,A/14/P,55 Cancri e
1902_01,Earth,False,G/298/S,TRAPPIST-1e
1903_01,Earth,True,G/309/P,TRAPPIST-1e
1905_01,Earth,False,F/364/S,55 Cancri e
1906_01,Earth,True,G/299/S,TRAPPIST-1e
1907_01,Europa,False,D/60/P,TRAPPIST-1e
1908_01,Mars,False,E/115/P,TRAPPIST-1e
1911_01,Earth,False,G/300/S,TRAPPIST-1e
1915_01,Earth,False,E/116/P,TRAPPIST-1e
1916_01,Europa,True,D/61/P,TRAPPIST-1e
1916_02,Europa,False,D/61/P,55 Cancri e
1918_01,Europa,True,A/23/S,TRAPPIST-1e
1918_02,Europa,True,A/23/S,TRAPPIST-1e
1918_03,Europa,False,A/23/S,TRAPPIST-1e
1920_01,Mars,False,E/117/P,TRAPPIST-1e
1922_01,Earth,True,G/303/S,55 Cancri e
1923_01,Europa,False,C/65/P,TRAPPIST-1e
1923_02,Europa,True,C/65/P,55 Cancri e
1925_01,Earth,True,G/304/S,TRAPPIST-1e
1926_01,,True,G/305/S,TRAPPIST-1e
1927_01,Mars,False,D/66/S,TRAPPIST-1e
1928_01,Earth,False,E/144/S,PSO J318.5-22
1931_01,Europa,True,C/73/S,55 Cancri e
1933_01,Earth,False,E/118/P,TRAPPIST-1e
1935_01,Earth,True,G/307/S,55 Cancri e
1937_01,Earth,False,F/368/S,TRAPPIST-1e
1938_01,Earth,False,F/369/S,TRAPPIST-1e
1939_01,Mars,False,F/385/P,TRAPPIST-1e
1939_02,Mars,False,D/62/P,TRAPPIST-1e
1940_01,Mars,False,F/386/P,TRAPPIST-1e
1941_01,Earth,False,F/370/S,TRAPPIST-1e
1942_01,Earth,False,G/312/P,TRAPPIST-1e
1945_01,Earth,False,E/120/P,TRAPPIST-1e
1946_01,Earth,False,G/313/P,TRAPPIST-1e
1947_01,Earth,False,F/372/S,TRAPPIST-1e
1950_01,Earth,False,F/374/S,TRAPPIST-1e
1952_01,Earth,False,E/121/P,TRAPPIST-1e
1953_01,Earth,False,F/387/P,TRAPPIST-1e
1956_01,Mars,False,D/68/S,TRAPPIST-1e
1956_02,Mars,False,D/68/S,PSO J318.5-22
1957_01,Earth,True,G/309/S,TRAPPIST-1e
1959_01,Europa,True,C/66/P,TRAPPIST-1e
1959_02,Europa,False,C/66/P,TRAPPIST-1e
1959_03,Europa,False,C/66/P,55 Cancri e
1960_01,Earth,True,E/122/P,TRAPPIST-1e
1960_02,Earth,False,E/122/P,PSO J318.5-22
1961_01,Earth,False,G/315/P,TRAPPIST-1e
